game_date,game_number,season,home_team,away_team,home_score,away_score,home_win,D/N,Attendance,Streak,Win,Loss,Save,Inn
2015-04-05,1,2015,CHC,STL,0.0,3.0,0,N,35055.0,-1,Wainwright,Lester,Rosenthal,9.0
2015-04-06,1,2015,ARI,SFG,4.0,5.0,0,N,49043.0,-1,Bumgarner,Collmenter,Casilla,9.0
2015-04-06,1,2015,CIN,PIT,5.0,2.0,1,D,43633.0,1,Díaz,Watson,Chapman,9.0
2015-04-06,1,2015,DET,MIN,4.0,0.0,1,D,45030.0,1,Price,Hughes,Nathan,9.0
2015-04-06,1,2015,HOU,CLE,2.0,0.0,1,N,43753.0,1,Keuchel,Kluber,Gregerson,9.0
2015-04-06,1,2015,KCR,CHW,10.0,1.0,1,D,40085.0,1,Ventura,Samardzija,,9.0
2015-04-06,1,2015,LAD,SDP,6.0,3.0,1,D,53518.0,1,Peralta,Kelley,Hatcher,9.0
2015-04-06,1,2015,MIA,ATL,1.0,2.0,0,D,36969.0,-1,Teheran,Álvarez,Grilli,9.0
2015-04-06,1,2015,MIL,COL,0.0,10.0,0,D,46032.0,-1,Kendrick,Lohse,,9.0
2015-04-06,1,2015,NYY,TOR,1.0,6.0,0,D,48469.0,-1,Hutchison,Tanaka,,9.0
2015-04-06,1,2015,OAK,TEX,8.0,0.0,1,N,36067.0,1,Gray,Gallardo,,9.0
2015-04-06,1,2015,PHI,BOS,0.0,8.0,0,D,45549.0,-1,Buchholz,Hamels,,9.0
2015-04-06,1,2015,SEA,LAA,4.0,1.0,1,D,45909.0,1,Hernández,Weaver,Rodney,9.0
2015-04-06,1,2015,TBR,BAL,2.0,6.0,0,D,31042.0,-1,Tillman,Archer,,9.0
2015-04-06,1,2015,WSN,NYM,1.0,3.0,0,D,42295.0,-1,Colón,Scherzer,Carlyle,9.0
2015-04-07,1,2015,ARI,SFG,7.0,6.0,1,N,22626.0,1,De La Rosa,Vogelsong,Reed,9.0
2015-04-07,1,2015,LAD,SDP,3.0,7.0,0,N,40356.0,-1,Benoit,Hatcher,,9.0
2015-04-07,1,2015,MIA,ATL,2.0,12.0,0,N,17483.0,-2,Wood,Latos,,9.0
2015-04-07,1,2015,MIL,COL,2.0,5.0,0,N,30222.0,-2,Lyles,Garza,Hawkins,9.0
2015-04-07,1,2015,OAK,TEX,1.0,3.0,0,N,15025.0,-1,Lewis,Hahn,Feliz,9.0
2015-04-07,1,2015,SEA,LAA,0.0,2.0,0,N,26545.0,-1,Wilson,Paxton,Street,9.0
2015-04-07,1,2015,TBR,BAL,5.0,6.0,0,N,13906.0,-2,Gausman,Karns,Britton,9.0
2015-04-08,1,2015,ARI,SFG,2.0,5.0,0,N,21642.0,-1,Heston,Hellickson,Casilla,9.0
2015-04-08,1,2015,CHC,STL,2.0,0.0,1,D,26814.0,1,Arrieta,Lynn,Rondón,9.0
2015-04-08,1,2015,CIN,PIT,5.0,4.0,1,N,30859.0,2,Hoover,Liz,,11.0
2015-04-08,1,2015,DET,MIN,11.0,0.0,1,D,28280.0,2,Sánchez,Nolasco,,9.0
2015-04-08,1,2015,HOU,CLE,0.0,2.0,0,N,23078.0,-1,Carrasco,Feldman,Allen,9.0
2015-04-08,1,2015,KCR,CHW,7.0,5.0,1,N,23385.0,2,Davis,Putnam,Holland,9.0
2015-04-08,1,2015,LAD,SDP,7.0,4.0,1,N,52204.0,1,McCarthy,Cashner,Peralta,9.0
2015-04-08,1,2015,MIA,ATL,0.0,2.0,0,N,16127.0,-3,Cunniff,Koehler,Grilli,9.0
2015-04-08,1,2015,MIL,COL,4.0,5.0,0,N,28720.0,-3,Hawkins,Rodríguez,Axford,10.0
2015-04-08,1,2015,NYY,TOR,4.0,3.0,1,N,31020.0,1,Betances,Loup,Miller,9.0
2015-04-08,1,2015,OAK,TEX,10.0,0.0,1,N,19479.0,1,Kazmir,Detwiler,,9.0
2015-04-08,1,2015,PHI,BOS,4.0,2.0,1,N,26465.0,1,Harang,Porcello,Papelbon,9.0
2015-04-08,1,2015,SEA,LAA,3.0,5.0,0,N,25495.0,-2,Shoemaker,Iwakuma,Street,9.0
2015-04-08,1,2015,TBR,BAL,2.0,0.0,1,N,13569.0,1,Odorizzi,González,Boxberger,9.0
2015-04-08,1,2015,WSN,NYM,2.0,1.0,1,N,25999.0,1,Zimmermann,deGrom,Storen,9.0
2015-04-09,1,2015,CIN,PIT,3.0,2.0,1,D,15616.0,3,Chapman,Scahill,,9.0
2015-04-09,1,2015,DET,MIN,7.0,1.0,1,D,26782.0,3,Greene,Gibson,,9.0
2015-04-09,1,2015,HOU,CLE,1.0,5.0,0,D,22593.0,-2,Bauer,Wojciechowski,,9.0
2015-04-09,1,2015,KCR,CHW,4.0,1.0,1,D,20236.0,3,Vólquez,Danks,Holland,9.0
2015-04-09,1,2015,NYY,TOR,3.0,6.0,0,N,32152.0,-1,Norris,Sabathia,Castro,9.0
2015-04-09,1,2015,OAK,TEX,1.0,10.0,0,D,16045.0,-1,Martinez,Graveman,,9.0
2015-04-09,1,2015,PHI,BOS,2.0,6.0,0,N,23418.0,-1,Masterson,Buchanan,,9.0
2015-04-09,1,2015,SDP,SFG,0.0,1.0,0,D,45159.0,-2,Kontos,Vincent,Casilla,12.0
2015-04-09,1,2015,WSN,NYM,3.0,6.0,0,D,25327.0,-1,Harvey,Strasburg,,9.0
2015-04-10,1,2015,ARI,LAD,4.0,3.0,1,N,27404.0,1,Pérez,Howell,,10.0
2015-04-10,1,2015,ATL,NYM,5.0,3.0,1,N,46279.0,4,Johnson,Montero,Grilli,9.0
2015-04-10,1,2015,BAL,TOR,5.0,12.0,0,D,45936.0,-2,Buehrle,Norris,,9.0
2015-04-10,1,2015,CHW,MIN,0.0,6.0,0,D,38533.0,-4,Milone,Noesí,Duensing,9.0
2015-04-10,1,2015,CIN,STL,5.0,4.0,1,N,30808.0,4,Hoover,Walden,Chapman,9.0
2015-04-10,1,2015,CLE,DET,4.0,8.0,0,D,35789.0,-1,Simón,McAllister,Soria,9.0
2015-04-10,1,2015,COL,CHC,5.0,1.0,1,D,49303.0,4,Bergman,Wood,,9.0
2015-04-10,1,2015,LAA,KCR,2.0,4.0,0,N,44489.0,-1,Vargas,Santiago,Davis,9.0
2015-04-10,1,2015,MIA,TBR,10.0,9.0,1,N,17375.0,1,Morris,Boxberger,,10.0
2015-04-10,1,2015,MIL,PIT,2.0,6.0,0,N,27373.0,-4,Locke,Fiers,,9.0
2015-04-10,1,2015,NYY,BOS,5.0,6.0,0,N,41292.0,-2,Wright,Rogers,,19.0
2015-04-10,1,2015,OAK,SEA,12.0,0.0,1,N,30114.0,1,Pomeranz,Walker,,9.0
2015-04-10,1,2015,PHI,WSN,4.0,1.0,1,N,19047.0,1,Garcia,Gonzalez,Papelbon,9.0
2015-04-10,1,2015,SDP,SFG,1.0,0.0,1,N,40015.0,1,Benoit,Affeldt,Kimbrel,9.0
2015-04-10,1,2015,TEX,HOU,1.0,5.0,0,D,48885.0,-1,McHugh,Holland,,9.0
2015-04-11,1,2015,ARI,LAD,6.0,0.0,1,N,37636.0,2,Bradley,Kershaw,,9.0
2015-04-11,1,2015,ATL,NYM,5.0,3.0,1,N,36056.0,5,Teheran,Gee,Johnson,9.0
2015-04-11,1,2015,BAL,TOR,7.0,1.0,1,N,38897.0,1,Jiménez,Sanchez,,9.0
2015-04-11,1,2015,CHW,MIN,5.0,4.0,1,D,22317.0,1,Duke,Boyer,Robertson,9.0
2015-04-11,1,2015,CIN,STL,1.0,4.0,0,D,41525.0,-1,Wacha,Cueto,Rosenthal,9.0
2015-04-11,1,2015,CLE,DET,6.0,9.0,0,D,23161.0,-2,Krol,Allen,,9.0
2015-04-11,1,2015,COL,CHC,5.0,9.0,0,N,43812.0,-1,Hammel,Kendrick,,9.0
2015-04-11,1,2015,LAA,KCR,4.0,6.0,0,N,44154.0,-2,Guthrie,Weaver,Holland,9.0
2015-04-11,1,2015,MIA,TBR,0.0,2.0,0,D,17830.0,-1,Archer,Cosart,Boxberger,9.0
2015-04-11,1,2015,MIL,PIT,6.0,0.0,1,N,41108.0,1,Nelson,Worley,,9.0
2015-04-11,1,2015,NYY,BOS,4.0,8.0,0,D,46678.0,-3,Kelly,Warren,,9.0
2015-04-11,1,2015,OAK,SEA,4.0,5.0,0,D,24355.0,-1,Olson,Abad,Rodney,11.0
2015-04-11,1,2015,PHI,WSN,3.0,2.0,1,N,23740.0,2,McGowan,Roark,,10.0
2015-04-11,1,2015,SDP,SFG,10.0,2.0,1,N,42823.0,2,Shields,Bumgarner,,9.0
2015-04-11,1,2015,TEX,HOU,6.0,2.0,1,N,36833.0,1,Gallardo,Hernández,,9.0
2015-04-12,1,2015,ARI,LAD,4.0,7.0,0,D,29678.0,-1,Greinke,Collmenter,Peralta,9.0
2015-04-12,1,2015,ATL,NYM,3.0,4.0,0,D,28192.0,-1,Colón,Jaime,Familia,9.0
2015-04-12,1,2015,BAL,TOR,7.0,10.0,0,D,32522.0,-1,Loup,Tillman,Castro,9.0
2015-04-12,1,2015,CHW,MIN,6.0,2.0,1,D,23057.0,2,Sale,Hughes,,9.0
2015-04-12,1,2015,CIN,STL,5.0,7.0,0,D,41446.0,-2,Villanueva,Gregg,,11.0
2015-04-12,1,2015,CLE,DET,5.0,8.0,0,D,19555.0,-3,Lobstein,House,Soria,9.0
2015-04-12,1,2015,COL,CHC,5.0,6.0,0,D,41363.0,-2,Ramírez,Hawkins,Rondón,9.0
2015-04-12,1,2015,LAA,KCR,2.0,9.0,0,D,37060.0,-3,Ventura,Wilson,,9.0
2015-04-12,1,2015,MIA,TBR,5.0,8.0,0,D,20199.0,-2,Karns,Álvarez,Frieri,9.0
2015-04-12,1,2015,MIL,PIT,2.0,10.0,0,D,39017.0,-1,Sadler,Lohse,,9.0
2015-04-12,1,2015,NYY,BOS,14.0,4.0,1,N,43019.0,1,Tanaka,Buchholz,,9.0
2015-04-12,1,2015,OAK,SEA,7.0,8.0,0,D,32282.0,-2,Rodney,Clippard,Medina,10.0
2015-04-12,1,2015,PHI,WSN,3.0,4.0,0,D,30094.0,-1,Barrett,Diekman,Storen,10.0
2015-04-12,1,2015,SDP,SFG,6.0,4.0,1,D,40184.0,3,Ross,Peavy,Kimbrel,9.0
2015-04-12,1,2015,TEX,HOU,4.0,6.0,0,D,35276.0,-1,Harris,Verrett,Deduno,14.0
2015-04-13,1,2015,ATL,MIA,3.0,2.0,1,N,13417.0,1,Miller,Latos,Grilli,9.0
2015-04-13,1,2015,BAL,NYY,5.0,6.0,0,N,21633.0,-2,Pineda,Hunter,Miller,9.0
2015-04-13,1,2015,BOS,WSN,9.0,4.0,1,D,37203.0,1,Porcello,Zimmermann,,9.0
2015-04-13,1,2015,CHC,CIN,7.0,6.0,1,N,26390.0,3,Rondón,Parra,,10.0
2015-04-13,1,2015,HOU,OAK,1.0,8.0,0,N,19279.0,-1,Kazmir,Feldman,,9.0
2015-04-13,1,2015,LAD,SEA,6.0,5.0,1,N,42202.0,2,García,Leone,,10.0
2015-04-13,1,2015,MIN,KCR,3.0,12.0,0,D,40123.0,-3,Duffy,May,,9.0
2015-04-13,1,2015,NYM,PHI,2.0,0.0,1,D,43947.0,2,deGrom,Harang,Familia,9.0
2015-04-13,1,2015,PIT,DET,5.0,4.0,1,D,39933.0,2,Cole,Sánchez,,9.0
2015-04-13,1,2015,SDP,ARI,4.0,8.0,0,N,19538.0,-1,De La Rosa,Cashner,,9.0
2015-04-13,1,2015,SFG,COL,0.0,2.0,0,D,42019.0,-4,Butler,Heston,Betancourt,9.0
2015-04-13,1,2015,STL,MIL,4.0,5.0,0,D,47875.0,-1,Garza,Wainwright,Rodríguez,9.0
2015-04-13,1,2015,TEX,LAA,3.0,6.0,0,N,18401.0,-2,Shoemaker,Detwiler,Street,9.0
2015-04-13,1,2015,TOR,TBR,1.0,2.0,0,N,48414.0,-1,Odorizzi,Dickey,Boxberger,9.0
2015-04-14,1,2015,ATL,MIA,2.0,8.0,0,N,15765.0,-1,Koehler,Cahill,,9.0
2015-04-14,1,2015,BAL,NYY,4.0,3.0,1,N,19283.0,1,González,Sabathia,Britton,9.0
2015-04-14,1,2015,BOS,WSN,8.0,7.0,1,N,35258.0,2,Mujica,Treinen,Uehara,9.0
2015-04-14,1,2015,CHC,CIN,2.0,3.0,0,N,27525.0,-1,DeSclafani,Arrieta,Chapman,9.0
2015-04-14,1,2015,CLE,CHW,1.0,4.0,0,N,10642.0,-4,Quintana,Carrasco,Robertson,9.0
2015-04-14,1,2015,HOU,OAK,0.0,4.0,0,N,18935.0,-2,Graveman,Peacock,,9.0
2015-04-14,1,2015,LAD,SEA,6.0,5.0,1,N,43115.0,3,García,Rodney,,9.0
2015-04-14,1,2015,NYM,PHI,6.0,5.0,1,N,39489.0,3,Harvey,Buchanan,Familia,9.0
2015-04-14,1,2015,PIT,DET,0.0,2.0,0,N,31755.0,-1,Greene,Burnett,Soria,9.0
2015-04-14,1,2015,SDP,ARI,5.0,1.0,1,N,20102.0,1,Despaigne,Hellickson,,9.0
2015-04-14,1,2015,SFG,COL,1.0,4.0,0,N,41051.0,-5,Oberg,Hudson,Ottavino,9.0
2015-04-14,1,2015,TEX,LAA,8.0,2.0,1,N,21805.0,1,Martinez,Rucinski,,9.0
2015-04-14,1,2015,TOR,TBR,2.0,3.0,0,N,17264.0,-2,Geltz,Castro,Jepsen,9.0
2015-04-15,1,2015,ATL,MIA,2.0,6.0,0,D,18342.0,-2,Haren,Stults,,9.0
2015-04-15,1,2015,BAL,NYY,7.0,5.0,1,N,23409.0,2,Brach,Carpenter,Britton,9.0
2015-04-15,1,2015,BOS,WSN,5.0,10.0,0,D,33493.0,-1,Gonzalez,Miley,,9.0
2015-04-15,1,2015,CHC,CIN,5.0,0.0,1,N,29205.0,1,Wood,Marquis,,9.0
2015-04-15,1,2015,CLE,CHW,4.0,2.0,1,D,11042.0,1,Bauer,Danks,Allen,9.0
2015-04-15,1,2015,HOU,OAK,6.0,1.0,1,N,19777.0,1,McHugh,Pomeranz,,9.0
2015-04-15,1,2015,LAD,SEA,5.0,2.0,1,N,51287.0,4,Anderson,Walker,,9.0
2015-04-15,1,2015,MIN,KCR,3.0,1.0,1,N,21362.0,1,Gibson,Vólquez,Perkins,9.0
2015-04-15,1,2015,NYM,PHI,6.0,1.0,1,N,21052.0,4,Niese,Williams,,9.0
2015-04-15,1,2015,PIT,DET,0.0,1.0,0,N,19509.0,-2,Simón,Liriano,Soria,9.0
2015-04-15,1,2015,SDP,ARI,3.0,2.0,1,N,23104.0,2,Benoit,Delgado,Kimbrel,9.0
2015-04-15,1,2015,SFG,COL,2.0,4.0,0,N,41188.0,-6,Matzek,Lincecum,Ottavino,9.0
2015-04-15,1,2015,STL,MIL,4.0,2.0,1,N,40826.0,1,Lynn,Peralta,Rosenthal,9.0
2015-04-15,1,2015,TEX,LAA,2.0,10.0,0,D,25757.0,-1,Santiago,Ranaudo,,9.0
2015-04-15,1,2015,TOR,TBR,12.0,7.0,1,N,15086.0,1,Buehrle,Ramírez,,9.0
2015-04-16,1,2015,MIN,KCR,8.0,5.0,1,D,17449.0,2,Milone,Vargas,Perkins,9.0
2015-04-16,1,2015,NYM,MIA,7.0,5.0,1,N,20556.0,5,Blevins,Dunn,Familia,9.0
2015-04-16,1,2015,SFG,ARI,6.0,7.0,0,N,41545.0,-7,Delgado,Romo,,12.0
2015-04-16,1,2015,STL,MIL,4.0,0.0,1,D,40079.0,2,Lackey,Fiers,,9.0
2015-04-16,1,2015,TOR,TBR,2.0,4.0,0,N,14433.0,-1,Archer,Sanchez,Boxberger,9.0
2015-04-16,1,2015,WSN,PHI,5.0,2.0,1,N,24768.0,2,Fister,Hamels,Storen,9.0
2015-04-17,1,2015,BOS,BAL,3.0,2.0,1,N,34341.0,1,Uehara,Matusz,,9.0
2015-04-17,1,2015,CHC,SDP,4.0,5.0,0,D,32138.0,-1,Shields,Schlitter,Kimbrel,9.0
2015-04-17,1,2015,DET,CHW,2.0,1.0,1,D,33084.0,3,Soria,Duke,,9.0
2015-04-17,1,2015,HOU,LAA,3.0,6.0,0,N,22660.0,-1,Ramos,Qualls,Street,9.0
2015-04-17,1,2015,KCR,OAK,6.0,4.0,1,N,39228.0,1,Davis,Otero,Holland,9.0
2015-04-17,1,2015,LAD,COL,7.0,3.0,1,N,48950.0,5,Kershaw,Kendrick,,9.0
2015-04-17,1,2015,MIN,CLE,3.0,2.0,1,N,21307.0,3,Boyer,Shaw,,11.0
2015-04-17,1,2015,NYM,MIA,4.0,1.0,1,N,38753.0,6,Colón,Hand,Familia,9.0
2015-04-17,1,2015,PIT,MIL,6.0,3.0,1,N,25664.0,1,Worley,Nelson,Melancon,9.0
2015-04-17,1,2015,SEA,TEX,1.0,3.0,0,N,36606.0,-4,Gallardo,Happ,Feliz,9.0
2015-04-17,1,2015,SFG,ARI,0.0,9.0,0,N,41550.0,-8,Collmenter,Peavy,,9.0
2015-04-17,1,2015,STL,CIN,6.0,1.0,1,N,46462.0,3,Wacha,Cueto,Siegrist,9.0
2015-04-17,1,2015,TBR,NYY,4.0,5.0,0,N,15752.0,-1,Betances,Jepsen,Miller,9.0
2015-04-17,1,2015,TOR,ATL,7.0,8.0,0,N,21397.0,-2,Martin,Cecil,Grilli,9.0
2015-04-17,1,2015,WSN,PHI,7.0,2.0,1,N,31608.0,3,Scherzer,O'Sullivan,,9.0
2015-04-18,1,2015,BOS,BAL,1.0,4.0,0,D,37655.0,-1,Tillman,Buchholz,Britton,9.0
2015-04-18,1,2015,CHC,SDP,7.0,6.0,1,D,33958.0,1,Rosscup,Kimbrel,,11.0
2015-04-18,1,2015,DET,CHW,3.0,12.0,0,D,39877.0,-1,Sale,Sánchez,,9.0
2015-04-18,1,2015,HOU,LAA,4.0,0.0,1,N,28209.0,1,Keuchel,Wilson,,9.0
2015-04-18,1,2015,KCR,OAK,0.0,5.0,0,N,33151.0,-1,Hahn,Ventura,Chavez,9.0
2015-04-18,1,2015,LAD,COL,6.0,3.0,1,N,45912.0,6,Greinke,Lyles,Peralta,9.0
2015-04-18,1,2015,MIN,CLE,2.0,4.0,0,D,23949.0,-1,Salazar,Hughes,Allen,9.0
2015-04-18,1,2015,NYM,MIA,5.0,4.0,1,N,41844.0,7,deGrom,Latos,Torres,9.0
2015-04-18,1,2015,PIT,MIL,6.0,2.0,1,N,33961.0,2,Locke,Lohse,,9.0
2015-04-18,1,2015,SEA,TEX,3.0,1.0,1,N,43017.0,1,Hernández,Lewis,Rodney,9.0
2015-04-18,1,2015,SFG,ARI,4.0,1.0,1,N,41756.0,1,Heston,De La Rosa,Casilla,9.0
2015-04-18,1,2015,STL,CIN,5.0,2.0,1,D,45906.0,4,Martínez,Bailey,Rosenthal,9.0
2015-04-18,1,2015,TBR,NYY,0.0,9.0,0,N,20824.0,-2,Tanaka,Odorizzi,,9.0
2015-04-18,1,2015,TOR,ATL,6.0,5.0,1,D,34743.0,1,Cecil,Marimón,,10.0
2015-04-18,1,2015,WSN,PHI,3.0,5.0,0,D,35330.0,-1,Harang,Zimmermann,Papelbon,9.0
2015-04-19,1,2015,BOS,BAL,3.0,8.0,0,D,37761.0,-2,González,Porcello,,9.0
2015-04-19,1,2015,CHC,SDP,2.0,5.0,0,D,29113.0,-1,Cashner,Lester,Benoit,9.0
2015-04-19,1,2015,DET,CHW,9.0,1.0,1,D,30357.0,1,Greene,Quintana,,9.0
2015-04-19,1,2015,HOU,LAA,4.0,3.0,1,D,24254.0,2,Feldman,Richards,Gregerson,9.0
2015-04-19,1,2015,KCR,OAK,4.0,2.0,1,D,36755.0,1,Morales,O'Flaherty,Davis,9.0
2015-04-19,1,2015,LAD,COL,7.0,0.0,1,D,44666.0,7,McCarthy,Butler,,9.0
2015-04-19,1,2015,MIN,CLE,7.0,2.0,1,D,17923.0,1,May,House,,9.0
2015-04-19,1,2015,NYM,MIA,7.0,6.0,1,D,41234.0,8,Harvey,Koehler,Familia,9.0
2015-04-19,1,2015,PIT,MIL,5.0,2.0,1,D,28129.0,3,Cole,Garza,Melancon,9.0
2015-04-19,1,2015,SEA,TEX,11.0,10.0,1,D,31601.0,2,Medina,Feliz,,9.0
2015-04-19,1,2015,SFG,ARI,1.0,5.0,0,D,41528.0,-1,Hellickson,Hudson,,9.0
2015-04-19,1,2015,STL,CIN,2.0,1.0,1,N,40742.0,5,Wainwright,Leake,Walden,9.0
2015-04-19,1,2015,TBR,NYY,3.0,5.0,0,D,21791.0,-3,Pineda,Andriese,Miller,9.0
2015-04-19,1,2015,TOR,ATL,2.0,5.0,0,D,44794.0,-1,Miller,Norris,Grilli,9.0
2015-04-19,1,2015,WSN,PHI,4.0,1.0,1,D,36631.0,1,Strasburg,Buchanan,Storen,9.0
2015-04-20,1,2015,BOS,BAL,7.0,1.0,1,D,36829.0,1,Masterson,Chen,,7.0
2015-04-20,1,2015,CHW,CLE,4.0,3.0,1,N,13055.0,1,Robertson,Allen,,9.0
2015-04-20,1,2015,COL,SDP,3.0,14.0,0,N,22586.0,-4,Despaigne,De La Rosa,,9.0
2015-04-20,1,2015,DET,NYY,2.0,1.0,1,N,27540.0,2,Simón,Sabathia,Soria,9.0
2015-04-20,1,2015,KCR,MIN,7.0,1.0,1,N,20393.0,2,Vólquez,Gibson,,9.0
2015-04-20,1,2015,LAA,OAK,3.0,6.0,0,N,35228.0,-3,Otero,Shoemaker,Clippard,9.0
2015-04-20,1,2015,MIL,CIN,1.0,6.0,0,N,26660.0,-6,DeSclafani,Peralta,,9.0
2015-04-20,1,2015,PIT,CHC,2.0,5.0,0,N,11777.0,-1,Arrieta,Caminero,,9.0
2015-04-20,1,2015,SEA,HOU,5.0,7.0,0,N,15129.0,-1,Sipp,Farquhar,Gregerson,9.0
2015-04-21,1,2015,ARI,TEX,1.0,7.0,0,N,18345.0,-1,Tolleson,Hudson,,9.0
2015-04-21,1,2015,CHW,CLE,2.0,6.0,0,N,14032.0,-1,Carrasco,Noesí,,9.0
2015-04-21,1,2015,COL,SDP,6.0,7.0,0,N,22600.0,-5,Maurer,Logan,Kimbrel,9.0
2015-04-21,1,2015,DET,NYY,2.0,5.0,0,N,27031.0,-1,Eovaldi,Lobstein,Miller,9.0
2015-04-21,1,2015,KCR,MIN,6.0,5.0,1,N,20990.0,3,Young,Fien,Davis,9.0
2015-04-21,1,2015,LAA,OAK,14.0,1.0,1,N,32137.0,1,Santiago,Pomeranz,,9.0
2015-04-21,1,2015,MIL,CIN,10.0,16.0,0,N,27293.0,-7,Marquis,Fiers,,9.0
2015-04-21,1,2015,NYM,ATL,7.0,1.0,1,N,21033.0,9,Niese,Cahill,,9.0
2015-04-21,1,2015,PHI,MIA,7.0,3.0,1,N,21993.0,1,Williams,Haren,,9.0
2015-04-21,1,2015,PIT,CHC,8.0,9.0,0,N,13680.0,-2,Jackson,Melancon,Rondón,9.0
2015-04-21,1,2015,SEA,HOU,3.0,6.0,0,N,13949.0,-2,McHugh,Furbush,Qualls,9.0
2015-04-21,1,2015,SFG,LAD,6.0,2.0,1,N,41386.0,1,Lincecum,Anderson,Casilla,9.0
2015-04-21,1,2015,TBR,BOS,0.0,1.0,0,N,14307.0,-4,Miley,Archer,Uehara,9.0
2015-04-21,1,2015,TOR,BAL,13.0,6.0,1,N,14184.0,1,Buehrle,Norris,,9.0
2015-04-21,1,2015,WSN,STL,2.0,1.0,1,N,27021.0,2,Barrett,Villanueva,,10.0
2015-04-22,1,2015,ARI,TEX,8.0,5.0,1,N,17886.0,1,Bradley,Gallardo,,9.0
2015-04-22,1,2015,CHW,CLE,6.0,0.0,1,D,14429.0,1,Samardzija,Kluber,,9.0
2015-04-22,1,2015,COL,SDP,5.0,4.0,1,N,22705.0,1,Ottavino,Kelley,,9.0
2015-04-22,1,2015,DET,NYY,4.0,13.0,0,N,27389.0,-2,Warren,Price,,9.0
2015-04-22,1,2015,KCR,MIN,0.0,3.0,0,N,24721.0,-1,Pelfrey,Guthrie,Perkins,9.0
2015-04-22,1,2015,LAA,OAK,2.0,9.0,0,N,30034.0,-1,Gray,Salas,,9.0
2015-04-22,1,2015,MIL,CIN,1.0,2.0,0,N,30452.0,-8,Cueto,Rodríguez,Chapman,9.0
2015-04-22,1,2015,NYM,ATL,3.0,2.0,1,N,20971.0,10,Carlyle,Johnson,Familia,9.0
2015-04-22,1,2015,PHI,MIA,1.0,6.0,0,N,23417.0,-1,Cosart,Garcia,,9.0
2015-04-22,1,2015,PIT,CHC,4.0,3.0,1,N,15101.0,1,Worley,Hammel,Watson,9.0
2015-04-22,1,2015,SEA,HOU,3.0,2.0,1,N,14756.0,1,Happ,Hernández,Rodney,9.0
2015-04-22,1,2015,SFG,LAD,3.0,2.0,1,N,42259.0,2,Casilla,Hatcher,,9.0
2015-04-22,1,2015,TBR,BOS,7.0,5.0,1,N,12733.0,1,Boxberger,Mujica,Geltz,9.0
2015-04-22,1,2015,TOR,BAL,4.0,2.0,1,N,15606.0,2,Sanchez,Jiménez,Castro,9.0
2015-04-22,1,2015,WSN,STL,5.0,7.0,0,N,25771.0,-1,Siegrist,Treinen,Rosenthal,9.0
2015-04-23,1,2015,CHW,KCR,2.0,3.0,0,N,14218.0,-1,Morales,Petricka,Davis,13.0
2015-04-23,1,2015,COL,SDP,2.0,1.0,1,D,31676.0,2,Lyles,Ross,Axford,9.0
2015-04-23,1,2015,DET,NYY,1.0,2.0,0,D,27754.0,-3,Betances,Gorzelanny,Miller,9.0
2015-04-23,1,2015,LAA,OAK,2.0,0.0,1,D,24304.0,1,Tropeano,Chavez,Street,9.0
2015-04-23,1,2015,MIL,CIN,4.0,2.0,1,D,27795.0,1,Lohse,Gregg,Rodríguez,9.0
2015-04-23,1,2015,NYM,ATL,6.0,3.0,1,D,23980.0,11,Colón,Teheran,Familia,9.0
2015-04-23,1,2015,PHI,MIA,1.0,9.0,0,D,17097.0,-2,Phelps,McGowan,,9.0
2015-04-23,1,2015,PIT,CHC,5.0,4.0,1,D,22224.0,2,Liz,Schlitter,Melancon,9.0
2015-04-23,1,2015,SFG,LAD,3.0,2.0,1,D,41240.0,3,Casilla,Nicasio,,10.0
2015-04-23,1,2015,TBR,BOS,2.0,1.0,1,N,13834.0,2,Boxberger,Varvaro,,9.0
2015-04-23,1,2015,TOR,BAL,7.0,6.0,1,N,18581.0,3,Hutchison,Tillman,Castro,9.0
2015-04-23,1,2015,WSN,STL,1.0,4.0,0,D,26990.0,-2,Wacha,Scherzer,Rosenthal,9.0
2015-04-24,1,2015,ARI,PIT,1.0,4.0,0,N,24427.0,-1,Cole,Collmenter,Melancon,9.0
2015-04-24,1,2015,BAL,BOS,5.0,7.0,0,N,37359.0,-5,Ogando,Matusz,Uehara,9.0
2015-04-24,1,2015,CHW,KCR,3.0,2.0,1,N,20350.0,1,Robertson,Herrera,,9.0
2015-04-24,1,2015,CIN,CHC,3.0,7.0,0,N,39891.0,-2,Motte,Badenhop,,11.0
2015-04-24,1,2015,COL,SFG,6.0,4.0,1,N,31453.0,3,Butler,Heston,Ottavino,9.0
2015-04-24,1,2015,DET,CLE,1.0,13.0,0,N,28192.0,-4,Salazar,Greene,,9.0
2015-04-24,1,2015,LAA,TEX,3.0,2.0,1,N,41054.0,2,Richards,Kela,Street,9.0
2015-04-24,1,2015,MIA,WSN,3.0,2.0,1,N,16259.0,3,Morris,Roark,Cishek,9.0
2015-04-24,1,2015,MIL,STL,0.0,3.0,0,N,26286.0,-1,Martínez,Garza,Rosenthal,9.0
2015-04-24,1,2015,NYY,NYM,6.0,1.0,1,N,45310.0,4,Pineda,deGrom,,9.0
2015-04-24,1,2015,OAK,HOU,4.0,5.0,0,N,18205.0,-2,Gregerson,O'Flaherty,Qualls,11.0
