game_date,game_number,season,home_team,away_team,home_score,away_score,home_win,D/N,Attendance,Streak,Win,Loss,Save,Inn
2016-04-28,1,2016,CHC,MIL,7.0,2.0,1,D,32734.0,3,Arrieta,Jungmann,,9.0
2016-04-28,1,2016,DET,OAK,7.0,3.0,1,D,26200.0,2,Sánchez,Bassitt,Rodríguez,9.0
2016-04-28,1,2016,LAD,MIA,3.0,5.0,0,N,44009.0,-4,Fernández,Maeda,Ramos,9.0
2016-04-28,1,2016,WSN,PHI,0.0,3.0,0,D,22112.0,-3,Araújo,Vazquez,Gómez,9.0
2016-04-29,1,2016,ARI,COL,0.0,9.0,0,N,23004.0,-1,Chatwood,Ray,,9.0
2016-04-29,1,2016,BAL,CHW,6.0,3.0,1,N,19912.0,3,Brach,Rodón,Britton,9.0
2016-04-29,1,2016,BOS,NYY,4.0,2.0,1,N,37115.0,1,Uehara,Betances,Kimbrel,9.0
2016-04-29,1,2016,CHC,ATL,6.0,1.0,1,D,34007.0,4,Strop,Johnson,,9.0
2016-04-29,1,2016,LAD,SDP,1.0,5.0,0,N,49686.0,-5,Buchter,Hatcher,,9.0
2016-04-29,1,2016,MIL,MIA,3.0,6.0,0,N,23215.0,-3,Conley,Davies,Ramos,9.0
2016-04-29,1,2016,MIN,DET,2.0,9.0,0,N,23049.0,-2,Fulmer,Hughes,,9.0
2016-04-29,1,2016,NYM,SFG,13.0,1.0,1,N,39764.0,7,Matz,Peavy,,9.0
2016-04-29,1,2016,OAK,HOU,7.0,4.0,1,N,20159.0,1,Madson,Sipp,,9.0
2016-04-29,1,2016,PHI,CLE,4.0,3.0,1,N,18677.0,4,Hernandez,Allen,,11.0
2016-04-29,1,2016,PIT,CIN,4.0,1.0,1,N,29938.0,5,Nicasio,Straily,Melancon,9.0
2016-04-29,1,2016,SEA,KCR,1.0,0.0,1,N,38684.0,1,Hernández,Medlen,Cishek,9.0
2016-04-29,1,2016,STL,WSN,4.0,5.0,0,N,45246.0,-2,Strasburg,Leake,Papelbon,9.0
2016-04-29,1,2016,TBR,TOR,1.0,6.0,0,N,13679.0,-2,Sanchez,Smyly,,9.0
2016-04-29,1,2016,TEX,LAA,4.0,2.0,1,N,29589.0,3,Lewis,Santiago,Tolleson,9.0
2016-04-30,1,2016,ARI,COL,2.0,5.0,0,N,32987.0,-2,Qualls,Ziegler,McGee,9.0
2016-04-30,1,2016,BAL,CHW,7.0,8.0,0,N,29152.0,-1,Jones,Britton,,9.0
2016-04-30,1,2016,BOS,NYY,8.0,0.0,1,N,37901.0,2,Porcello,Pineda,,9.0
2016-04-30,1,2016,LAD,SDP,2.0,5.0,0,N,45740.0,-6,Rea,Stripling,Rodney,9.0
2016-04-30,1,2016,MIL,MIA,5.0,7.0,0,N,28193.0,-4,Chen,Anderson,Phelps,9.0
2016-04-30,1,2016,MIN,DET,1.0,4.0,0,D,31109.0,-3,Zimmermann,Duffey,Rodríguez,9.0
2016-04-30,1,2016,NYM,SFG,6.0,5.0,1,D,44466.0,8,deGrom,Cain,Familia,9.0
2016-04-30,1,2016,OAK,HOU,2.0,0.0,1,D,23084.0,2,Hahn,Devenski,Madson,9.0
2016-04-30,1,2016,PHI,CLE,4.0,3.0,1,N,23636.0,5,Bailey,Hunter,Gómez,9.0
2016-04-30,1,2016,PIT,CIN,5.0,1.0,1,N,34810.0,6,Liriano,Simón,Melancon,9.0
2016-04-30,1,2016,SEA,KCR,6.0,0.0,1,N,43444.0,2,Miley,Ventura,,9.0
2016-04-30,1,2016,STL,WSN,1.0,6.0,0,D,42723.0,-3,Ross,García,,9.0
2016-04-30,1,2016,TBR,TOR,4.0,3.0,1,N,14948.0,1,Cedeño,Cecil,,9.0
2016-04-30,1,2016,TEX,LAA,7.0,2.0,1,N,41571.0,4,Holland,Shoemaker,,9.0
2016-05-01,1,2016,ARI,COL,3.0,6.0,0,D,25458.0,-3,Bettis,Miller,McGee,9.0
2016-05-01,1,2016,BAL,CHW,1.0,7.0,0,D,28803.0,-2,Sale,Jiménez,,9.0
2016-05-01,1,2016,BOS,NYY,8.0,7.0,1,N,34279.0,3,Price,Nova,Kimbrel,9.0
2016-05-01,1,2016,CHC,ATL,3.0,4.0,0,D,40164.0,-1,Vizcaíno,Rondón,Grilli,10.0
2016-05-01,1,2016,LAD,SDP,1.0,0.0,1,D,49271.0,1,Kershaw,Pomeranz,,9.0
2016-05-01,1,2016,MIL,MIA,14.0,5.0,1,D,28181.0,1,Peralta,Koehler,,9.0
2016-05-01,1,2016,MIN,DET,5.0,6.0,0,D,24749.0,-4,Lowe,Pressly,Rodríguez,9.0
2016-05-01,1,2016,NYM,SFG,1.0,6.0,0,D,39077.0,-1,Bumgarner,Syndergaard,,9.0
2016-05-01,1,2016,OAK,HOU,1.0,2.0,0,D,24135.0,-1,Fister,Hill,Gregerson,9.0
2016-05-01,1,2016,PHI,CLE,2.0,1.0,1,D,23809.0,6,Velasquez,Salazar,Neris,9.0
2016-05-01,1,2016,PIT,CIN,5.0,6.0,0,D,28755.0,-1,Wood,Vogelsong,,11.0
2016-05-01,1,2016,SEA,KCR,1.0,4.0,0,D,37053.0,-1,Kennedy,Walker,Davis,9.0
2016-05-01,1,2016,STL,WSN,1.0,6.0,0,D,42933.0,-4,Scherzer,Martínez,,9.0
2016-05-01,1,2016,TBR,TOR,1.0,5.0,0,D,27217.0,-1,Stroman,Cedeño,,9.0
2016-05-01,1,2016,TEX,LAA,6.0,9.0,0,D,39401.0,-1,Mahle,Wilhelmsen,,9.0
2016-05-02,1,2016,CIN,SFG,6.0,9.0,0,N,13829.0,-1,Mazzaro,Ramírez,Casilla,9.0
2016-05-02,1,2016,HOU,MIN,2.0,6.0,0,N,18243.0,-1,Berríos,Keuchel,,9.0
2016-05-02,1,2016,KCR,WSN,0.0,2.0,0,N,32394.0,-1,Gonzalez,Vólquez,Papelbon,9.0
2016-05-02,1,2016,MIL,LAA,8.0,5.0,1,N,21352.0,2,Nelson,Weaver,,9.0
2016-05-02,1,2016,NYM,ATL,4.0,1.0,1,N,23847.0,1,Colón,Foltynewicz,,9.0
2016-05-02,1,2016,OAK,SEA,3.0,4.0,0,N,10535.0,-2,Karns,Graveman,Cishek,9.0
2016-05-02,1,2016,PIT,CHC,2.0,7.0,0,N,18376.0,-2,Hammel,Cole,,9.0
2016-05-02,1,2016,SDP,COL,2.0,1.0,1,N,19013.0,1,Shields,Gray,Rodney,9.0
2016-05-02,1,2016,STL,PHI,10.0,3.0,1,N,40438.0,1,Wainwright,Hellickson,,9.0
2016-05-02,1,2016,TOR,TEX,1.0,2.0,0,N,25323.0,-1,Barnette,Floyd,Tolleson,9.0
2016-05-03,1,2016,BAL,NYY,4.0,1.0,1,N,16083.0,1,Tillman,Severino,O'Day,9.0
2016-05-03,1,2016,CHW,BOS,4.0,1.0,1,N,15025.0,3,Quintana,Wright,Robertson,9.0
2016-05-03,1,2016,CIN,SFG,1.0,3.0,0,N,14309.0,-2,Samardzija,Cotham,Casilla,9.0
2016-05-03,1,2016,CLE,DET,7.0,3.0,1,N,11022.0,1,Tomlin,Verlander,,9.0
2016-05-03,1,2016,HOU,MIN,6.0,4.0,1,N,21153.0,1,McHugh,Meyer,Gregerson,9.0
2016-05-03,1,2016,KCR,WSN,7.0,6.0,1,N,33729.0,1,Wang,Papelbon,,9.0
2016-05-03,1,2016,MIA,ARI,7.0,4.0,1,N,16323.0,1,Nicolino,Chafin,Ramos,9.0
2016-05-03,1,2016,MIL,LAA,5.0,4.0,1,N,28180.0,3,Guerra,Tropeano,Jeffress,9.0
2016-05-03,1,2016,NYM,ATL,0.0,3.0,0,N,27356.0,-1,Wisler,Harvey,Vizcaíno,9.0
2016-05-03,1,2016,OAK,SEA,2.0,8.0,0,N,12584.0,-3,Iwakuma,Gray,,9.0
2016-05-03,1,2016,PIT,CHC,1.0,7.0,0,N,22195.0,-3,Arrieta,Niese,,9.0
2016-05-03,1,2016,SDP,COL,6.0,3.0,1,N,20394.0,2,Cashner,Butler,Rodney,9.0
2016-05-03,1,2016,STL,PHI,0.0,1.0,0,N,40087.0,-1,Nola,Wacha,Gómez,9.0
2016-05-03,1,2016,TBR,LAD,5.0,10.0,0,N,14116.0,-2,Kazmir,Moore,Jansen,9.0
2016-05-03,1,2016,TOR,TEX,3.0,1.0,1,N,24437.0,1,Biagini,Klein,,10.0
2016-05-04,1,2016,BAL,NYY,0.0,7.0,0,N,15998.0,-1,Sabathia,Wilson,,9.0
2016-05-04,1,2016,CHW,BOS,2.0,5.0,0,N,14383.0,-1,Buchholz,Rodón,Kimbrel,9.0
2016-05-04,1,2016,CIN,SFG,7.0,4.0,1,D,21333.0,1,Straily,Peavy,,9.0
2016-05-04,1,2016,CLE,DET,4.0,0.0,1,N,8766.0,2,Kluber,Sánchez,,9.0
2016-05-04,1,2016,HOU,MIN,16.0,4.0,1,N,20847.0,2,Feldman,Hughes,,9.0
2016-05-04,1,2016,KCR,WSN,2.0,13.0,0,D,38610.0,-1,Strasburg,Medlen,,9.0
2016-05-04,1,2016,MIA,ARI,4.0,3.0,1,N,17043.0,2,Fernández,De La Rosa,Ramos,9.0
2016-05-04,1,2016,MIL,LAA,3.0,7.0,0,D,21907.0,-1,Salas,Thornburg,Smith,9.0
2016-05-04,1,2016,NYM,ATL,8.0,0.0,1,D,31783.0,1,Matz,Chacín,,9.0
2016-05-04,1,2016,OAK,SEA,8.0,9.0,0,D,16238.0,-4,Montgomery,Axford,Cishek,9.0
2016-05-04,1,2016,PIT,CHC,2.0,6.0,0,D,28782.0,-4,Lester,Nicasio,,9.0
2016-05-04,1,2016,SDP,COL,0.0,2.0,0,D,20034.0,-1,Chatwood,Vargas,McGee,9.0
2016-05-04,1,2016,STL,PHI,5.0,4.0,1,N,40725.0,1,Siegrist,Gómez,,9.0
2016-05-04,1,2016,TBR,LAD,8.0,5.0,1,N,13226.0,1,Ramírez,Wood,Colomé,9.0
2016-05-04,1,2016,TOR,TEX,4.0,3.0,1,N,25229.0,2,Osuna,Barnette,,9.0
2016-05-05,1,2016,BAL,NYY,1.0,0.0,1,N,19598.0,1,Britton,Barbato,,10.0
2016-05-05,1,2016,CHC,WSN,5.0,2.0,1,N,37564.0,4,Hendricks,Ross,,9.0
2016-05-05,1,2016,CHW,BOS,3.0,7.0,0,N,20126.0,-2,Barnes,Johnson,,9.0
2016-05-05,1,2016,CIN,MIL,9.0,5.0,1,N,13088.0,2,Simón,Anderson,,9.0
2016-05-05,1,2016,CLE,DET,9.0,4.0,1,N,10350.0,3,Bauer,Fulmer,,9.0
2016-05-05,1,2016,HOU,SEA,3.0,6.0,0,N,20151.0,-1,Vincent,Gregerson,Cishek,9.0
2016-05-05,1,2016,MIA,ARI,4.0,0.0,1,N,16704.0,3,Conley,Ray,,9.0
2016-05-05,1,2016,SDP,NYM,5.0,3.0,1,N,21608.0,1,Rea,deGrom,Rodney,9.0
2016-05-05,1,2016,SFG,COL,7.0,17.0,0,N,41477.0,-2,Bergman,Cain,,9.0
2016-05-05,1,2016,STL,PHI,4.0,0.0,1,D,41818.0,2,García,Eickhoff,,9.0
2016-05-05,1,2016,TOR,TEX,12.0,2.0,1,N,35468.0,3,Happ,Holland,,9.0
2016-05-06,1,2016,ATL,ARI,2.0,7.0,0,N,23514.0,-2,Greinke,Blair,,9.0
2016-05-06,1,2016,CHC,WSN,8.0,6.0,1,D,39206.0,5,Lackey,Scherzer,Rondón,9.0
2016-05-06,1,2016,CHW,MIN,10.0,4.0,1,N,23054.0,1,Latos,Nolasco,,9.0
2016-05-06,1,2016,CIN,MIL,5.0,1.0,1,N,28249.0,3,Adleman,Cravy,Cingrani,9.0
2016-05-06,1,2016,CLE,KCR,7.0,1.0,1,N,13587.0,4,Salazar,Ventura,,9.0
2016-05-06,1,2016,DET,TEX,1.0,5.0,0,N,28522.0,-4,Hamels,Zimmermann,,9.0
2016-05-06,1,2016,HOU,SEA,6.0,3.0,1,N,25413.0,1,Fister,Walker,Gregerson,9.0
2016-05-06,1,2016,LAA,TBR,2.0,5.0,0,N,41253.0,-1,Archer,Rasmus,Colomé,9.0
2016-05-06,1,2016,MIA,PHI,6.0,4.0,1,N,19983.0,4,Barraclough,Neris,Phelps,9.0
2016-05-06,1,2016,NYY,BOS,3.0,2.0,1,N,45756.0,1,Yates,Porcello,Miller,9.0
2016-05-06,1,2016,SDP,NYM,2.0,0.0,1,N,30108.0,2,Pomeranz,Syndergaard,Rodney,9.0
2016-05-06,1,2016,SFG,COL,6.0,4.0,1,N,41358.0,1,Bumgarner,Bettis,Casilla,9.0
2016-05-06,1,2016,STL,PIT,2.0,4.0,0,N,43093.0,-1,Liriano,Martínez,Melancon,9.0
2016-05-06,1,2016,TOR,LAD,5.0,2.0,1,N,42304.0,4,Floyd,Blanton,Storen,9.0
2016-05-07,1,2016,ATL,ARI,2.0,4.0,0,N,22178.0,-3,Miller,Norris,Ziegler,9.0
2016-05-07,1,2016,BAL,OAK,4.0,8.0,0,D,15110.0,-1,Hill,Wright,,9.0
2016-05-07,1,2016,CHC,WSN,8.0,5.0,1,D,40471.0,6,Warren,Solís,Rondón,9.0
2016-05-07,1,2016,CHW,MIN,7.0,2.0,1,N,28049.0,2,Sale,Santana,,9.0
2016-05-07,1,2016,CIN,MIL,7.0,13.0,0,N,27567.0,-1,Jeffress,Cotham,,10.0
2016-05-07,1,2016,CLE,KCR,0.0,7.0,0,D,17302.0,-1,Kennedy,Anderson,,9.0
2016-05-07,1,2016,DET,TEX,5.0,10.0,0,D,35551.0,-5,Ranaudo,Ryan,Tolleson,9.0
2016-05-07,1,2016,HOU,SEA,2.0,3.0,0,N,31559.0,-1,Cishek,Sipp,,10.0
2016-05-07,1,2016,LAA,TBR,2.0,4.0,0,N,40142.0,-2,Ramírez,Smith,Colomé,9.0
2016-05-07,1,2016,MIA,PHI,3.0,4.0,0,N,21719.0,-1,Oberholtzer,Breslow,Gómez,9.0
2016-05-07,1,2016,NYY,BOS,8.0,2.0,1,D,47822.0,2,Eovaldi,Price,,9.0
2016-05-07,1,2016,SDP,NYM,3.0,6.0,0,N,41028.0,-1,Colón,Shields,Familia,9.0
2016-05-07,1,2016,SFG,COL,2.0,1.0,1,D,41590.0,2,Law,Miller,,13.0
2016-05-07,1,2016,STL,PIT,6.0,4.0,1,D,42338.0,1,Rosenthal,Schugel,,9.0
2016-05-07,1,2016,TOR,LAD,2.0,6.0,0,D,47156.0,-1,Kershaw,Dickey,,9.0
2016-05-07,2,2016,BAL,OAK,5.0,2.0,1,N,29862.0,1,Jiménez,Hahn,Britton,9.0
2016-05-08,1,2016,ATL,ARI,3.0,5.0,0,D,17106.0,-4,Delgado,Johnson,Ziegler,11.0
2016-05-08,1,2016,BAL,OAK,11.0,3.0,1,D,43690.0,2,Tillman,Graveman,,9.0
2016-05-08,1,2016,CHC,WSN,4.0,3.0,1,D,41233.0,7,Wood,Treinen,,13.0
2016-05-08,1,2016,CHW,MIN,3.0,1.0,1,D,23801.0,3,Quintana,Duffey,Robertson,9.0
2016-05-08,1,2016,CIN,MIL,4.0,5.0,0,D,22376.0,-2,Capuano,Ohlendorf,Jeffress,9.0
2016-05-08,1,2016,CLE,KCR,5.0,4.0,1,D,14463.0,1,Tomlin,Vólquez,Allen,9.0
2016-05-08,1,2016,DET,TEX,3.0,8.0,0,D,35406.0,-6,Wilhelmsen,Lowe,,9.0
2016-05-08,1,2016,HOU,SEA,5.0,1.0,1,D,28148.0,1,McHugh,Iwakuma,,9.0
2016-05-08,1,2016,LAA,TBR,1.0,3.0,0,D,41086.0,-3,Andriese,Tropeano,Colomé,9.0
2016-05-08,1,2016,MIA,PHI,5.0,6.0,0,D,19625.0,-2,Neris,Phelps,Gómez,9.0
2016-05-08,1,2016,NYY,BOS,1.0,5.0,0,N,41869.0,-1,Wright,Severino,,9.0
2016-05-08,1,2016,SDP,NYM,3.0,4.0,0,D,27461.0,-2,Harvey,Cashner,Familia,9.0
2016-05-08,1,2016,SFG,COL,0.0,2.0,0,D,41593.0,-1,Butler,Samardzija,McGee,9.0
2016-05-08,1,2016,STL,PIT,5.0,10.0,0,D,42441.0,-1,Cole,Wacha,Melancon,9.0
2016-05-08,1,2016,TOR,LAD,2.0,4.0,0,D,46665.0,-2,Hatcher,Storen,Jansen,9.0
2016-05-09,1,2016,BOS,OAK,14.0,7.0,1,N,35227.0,2,Buchholz,Gray,,9.0
2016-05-09,1,2016,CIN,PIT,3.0,2.0,1,N,12103.0,1,Ramírez,Niese,Cingrani,9.0
2016-05-09,1,2016,COL,ARI,5.0,10.0,0,N,22053.0,-1,Bradley,Chatwood,,9.0
2016-05-09,1,2016,HOU,CLE,7.0,1.0,1,N,20222.0,2,Fiers,Kluber,,9.0
2016-05-09,1,2016,LAD,NYM,2.0,4.0,0,N,42186.0,-1,Matz,Kazmir,Familia,9.0
2016-05-09,1,2016,MIA,MIL,4.0,1.0,1,N,16769.0,1,Fernández,Peralta,Morris,9.0
2016-05-09,1,2016,NYY,KCR,6.0,3.0,1,N,41243.0,1,Yates,Young,,9.0
2016-05-09,1,2016,SEA,TBR,5.0,2.0,1,N,15230.0,1,Hernández,Eveland,Cishek,9.0
2016-05-09,1,2016,SFG,TOR,1.0,3.0,0,N,41256.0,-2,Sanchez,Peavy,Osuna,9.0
2016-05-09,1,2016,TEX,CHW,4.0,8.0,0,N,22958.0,-1,Jennings,Ramos,,12.0
2016-05-09,1,2016,WSN,DET,5.0,4.0,1,N,27153.0,1,Kelley,Lowe,,9.0
2016-05-10,1,2016,ATL,PHI,2.0,3.0,0,N,14490.0,-5,Morgan,Wisler,Gómez,9.0
2016-05-10,1,2016,BOS,OAK,13.0,5.0,1,N,32167.0,3,O'Sullivan,Manaea,,9.0
2016-05-10,1,2016,CHC,SDP,8.0,7.0,1,N,34680.0,8,Lester,Vargas,Rondón,9.0
2016-05-10,1,2016,COL,ARI,1.0,5.0,0,N,23363.0,-2,De La Rosa,Rusin,,9.0
2016-05-10,1,2016,HOU,CLE,0.0,4.0,0,N,23976.0,-1,Bauer,Devenski,,9.0
2016-05-10,1,2016,LAA,STL,1.0,8.0,0,N,30679.0,-4,Leake,Santiago,,9.0
2016-05-10,1,2016,LAD,NYM,3.0,2.0,1,N,38858.0,1,Jansen,Robles,,9.0
2016-05-10,1,2016,MIA,MIL,2.0,10.0,0,N,17225.0,-1,Davies,Conley,,9.0
2016-05-10,1,2016,MIN,BAL,3.0,5.0,0,N,21586.0,-6,O'Day,Jepsen,Britton,9.0
2016-05-10,1,2016,NYY,KCR,10.0,7.0,1,N,39128.0,2,Miller,Herrera,Chapman,9.0
2016-05-10,1,2016,SEA,TBR,6.0,4.0,1,N,16013.0,2,Miley,Smyly,Cishek,9.0
2016-05-10,1,2016,SFG,TOR,0.0,4.0,0,N,41464.0,-3,Happ,Cain,Osuna,9.0
2016-05-10,1,2016,TEX,CHW,13.0,11.0,1,N,25804.0,1,Claudio,Albers,Tolleson,9.0
2016-05-10,1,2016,WSN,DET,4.0,5.0,0,N,24476.0,-1,Fulmer,Ross,Rodríguez,9.0
2016-05-11,1,2016,ATL,PHI,5.0,1.0,1,N,13760.0,1,Pérez,Eickhoff,,9.0
2016-05-11,1,2016,BOS,OAK,13.0,3.0,1,N,33283.0,4,Porcello,Surkamp,,9.0
2016-05-11,1,2016,CHC,SDP,4.0,7.0,0,D,34508.0,-1,Villanueva,Strop,Rodney,9.0
2016-05-11,1,2016,CIN,PIT,4.0,5.0,0,N,14694.0,-1,Watson,Ohlendorf,Melancon,9.0
2016-05-11,1,2016,COL,ARI,8.0,7.0,1,D,34890.0,1,Germen,Clippard,McGee,9.0
2016-05-11,1,2016,HOU,CLE,5.0,3.0,1,D,24453.0,1,Feliz,Anderson,,16.0
2016-05-11,1,2016,LAA,STL,2.0,5.0,0,N,33378.0,-5,García,Shoemaker,Rosenthal,9.0
2016-05-11,1,2016,LAD,NYM,3.0,4.0,0,N,40970.0,-1,Syndergaard,Maeda,Familia,9.0
2016-05-11,1,2016,MIA,MIL,3.0,2.0,1,N,19893.0,1,Chen,Anderson,Ramos,9.0
2016-05-11,1,2016,MIN,BAL,2.0,9.0,0,D,25094.0,-7,Wilson,Hughes,,9.0
2016-05-11,1,2016,NYY,KCR,3.0,7.0,0,N,31226.0,-1,Ventura,Pineda,,9.0
2016-05-11,1,2016,SEA,TBR,6.0,5.0,1,D,23000.0,3,Johnson,Geltz,,11.0
2016-05-11,1,2016,SFG,TOR,5.0,4.0,1,D,41372.0,1,Suárez,Tepera,,13.0
2016-05-11,1,2016,TEX,CHW,6.0,5.0,1,D,29023.0,2,Barnette,Jennings,Dyson,9.0
2016-05-11,1,2016,WSN,DET,3.0,2.0,1,N,35695.0,1,Scherzer,Zimmermann,,9.0
2016-05-11,2,2016,CHC,SDP,0.0,1.0,0,N,37828.0,-2,Pomeranz,Lackey,Rodney,9.0
2016-05-12,1,2016,ARI,SFG,2.0,4.0,0,N,19461.0,-2,Cueto,Greinke,López,9.0
2016-05-12,1,2016,ATL,PHI,4.0,7.0,0,N,15643.0,-1,Bailey,Grilli,Gómez,10.0
2016-05-12,1,2016,BAL,DET,7.0,5.0,1,N,14918.0,5,Worley,Wilson,Britton,9.0
2016-05-12,1,2016,BOS,HOU,11.0,1.0,1,N,34982.0,5,Price,Keuchel,,9.0
2016-05-12,1,2016,LAA,STL,10.0,12.0,0,N,35413.0,-6,Wainwright,Weaver,Siegrist,9.0
2016-05-12,1,2016,LAD,NYM,5.0,0.0,1,N,41765.0,1,Kershaw,Colón,,9.0
2016-05-12,1,2016,MIL,SDP,0.0,3.0,0,N,17374.0,-2,Shields,Nelson,Buchter,9.0
2016-05-12,1,2016,NYY,KCR,7.0,3.0,1,N,35944.0,1,Eovaldi,Kennedy,,9.0
2016-05-13,1,2016,ARI,SFG,1.0,3.0,0,N,21753.0,-3,Samardzija,Miller,Casilla,9.0
2016-05-13,1,2016,BAL,DET,1.0,0.0,1,N,30488.0,6,Tillman,Verlander,Britton,9.0
2016-05-13,1,2016,BOS,HOU,6.0,7.0,0,N,33148.0,-1,Feldman,Barnes,Gregerson,9.0
2016-05-13,1,2016,CHC,PIT,9.0,4.0,1,D,37479.0,1,Hammel,Liriano,,9.0
2016-05-13,1,2016,CLE,MIN,7.0,6.0,1,N,17803.0,1,McAllister,May,Allen,9.0
2016-05-13,1,2016,COL,NYM,5.0,2.0,1,N,38712.0,2,Gray,Harvey,McGee,9.0
2016-05-13,1,2016,KCR,ATL,5.0,1.0,1,N,33132.0,1,Vólquez,Teheran,,9.0
2016-05-13,1,2016,LAD,STL,8.0,4.0,1,N,46716.0,2,Stripling,Wacha,Jansen,9.0
2016-05-13,1,2016,MIL,SDP,1.0,0.0,1,N,35291.0,1,Guerra,Friedrich,Jeffress,9.0
2016-05-13,1,2016,NYY,CHW,1.0,7.0,0,N,34264.0,-1,Sale,Severino,,9.0
2016-05-13,1,2016,PHI,CIN,3.0,2.0,1,N,22230.0,2,Hellickson,Finnegan,Gómez,9.0
2016-05-13,1,2016,SEA,LAA,6.0,7.0,0,N,34579.0,-1,Smith,Cishek,Salas,9.0
2016-05-13,1,2016,TBR,OAK,3.0,6.0,0,N,14604.0,-4,Hill,Odorizzi,Madson,9.0
2016-05-13,1,2016,TEX,TOR,0.0,5.0,0,N,40344.0,-1,Dickey,Pérez,,9.0
2016-05-13,1,2016,WSN,MIA,5.0,3.0,1,N,28232.0,2,Treinen,Barraclough,Papelbon,9.0
2016-05-14,1,2016,ARI,SFG,3.0,5.0,0,N,32448.0,-4,Strickland,Hudson,Gearrin,9.0
2016-05-14,1,2016,BAL,DET,9.0,3.0,1,N,32174.0,7,Wright,Sánchez,Brach,9.0
2016-05-14,1,2016,BOS,HOU,6.0,5.0,1,D,37430.0,1,Uehara,Feliz,,11.0
2016-05-14,1,2016,CHC,PIT,8.0,2.0,1,D,40953.0,2,Arrieta,Locke,,9.0
2016-05-14,1,2016,CLE,MIN,3.0,6.0,0,D,15428.0,-1,Santana,Kluber,,9.0
2016-05-14,1,2016,COL,NYM,7.0,4.0,1,N,34362.0,3,Butler,Verrett,McGee,9.0
2016-05-14,1,2016,KCR,ATL,0.0,5.0,0,N,36541.0,-1,Foltynewicz,Gee,,9.0
2016-05-14,1,2016,LAD,STL,5.0,3.0,1,N,48459.0,3,Kazmir,Martínez,Jansen,9.0
2016-05-14,1,2016,MIL,SDP,7.0,8.0,0,N,28896.0,-1,Campos,Capuano,Villanueva,12.0
2016-05-14,1,2016,NYY,CHW,2.0,1.0,1,D,39691.0,1,Nova,Quintana,Chapman,9.0
2016-05-14,1,2016,PHI,CIN,4.0,3.0,1,N,29535.0,3,Nola,Adleman,Hernandez,9.0
2016-05-14,1,2016,SEA,LAA,7.0,9.0,0,N,42038.0,-2,Bedrosian,Cishek,Smith,9.0
2016-05-14,1,2016,TBR,OAK,6.0,0.0,1,N,28158.0,1,Andriese,Graveman,,9.0
2016-05-14,1,2016,TEX,TOR,6.0,5.0,1,N,47115.0,1,Barnette,Floyd,,10.0
2016-05-14,1,2016,WSN,MIA,6.0,4.0,1,D,28634.0,3,Strasburg,Nicolino,Papelbon,9.0
2016-05-14,2,2016,WSN,MIA,1.0,7.0,0,N,30019.0,-1,Ureña,Roark,,9.0
2016-05-15,1,2016,ARI,SFG,1.0,2.0,0,D,25007.0,-5,Strickland,Ziegler,Casilla,9.0
2016-05-15,1,2016,BAL,DET,5.0,6.0,0,D,37890.0,-1,Saupold,O'Day,Rodríguez,9.0
2016-05-15,1,2016,BOS,HOU,10.0,9.0,1,D,35736.0,2,Hembree,Feldman,Kimbrel,9.0
2016-05-15,1,2016,CHC,PIT,1.0,2.0,0,D,40814.0,-1,Cole,Lester,Melancon,9.0
2016-05-15,1,2016,CLE,MIN,1.0,5.0,0,D,13236.0,-2,Duffey,Bauer,,9.0
2016-05-15,1,2016,COL,NYM,4.0,3.0,1,D,36901.0,4,Chatwood,Henderson,McGee,9.0
2016-05-15,1,2016,KCR,ATL,4.0,2.0,1,D,33861.0,1,Wang,O'Flaherty,,13.0
2016-05-15,1,2016,LAD,STL,2.0,5.0,0,N,51350.0,-1,Leake,Howell,Rosenthal,9.0
2016-05-15,1,2016,MIL,SDP,3.0,2.0,1,D,26306.0,1,Boyer,Quackenbush,Jeffress,9.0
2016-05-15,1,2016,NYY,CHW,7.0,5.0,1,D,41979.0,2,Betances,Albers,Chapman,9.0
2016-05-15,1,2016,PHI,CIN,4.0,9.0,0,D,27869.0,-1,Straily,Morgan,Cingrani,9.0
2016-05-15,1,2016,SEA,LAA,0.0,3.0,0,D,40852.0,-3,Santiago,Hernández,Smith,9.0
2016-05-15,1,2016,TBR,OAK,6.0,7.0,0,D,19545.0,-1,Axford,Geltz,Madson,9.0
2016-05-15,1,2016,TEX,TOR,7.0,6.0,1,D,41327.0,2,Bush,Chavez,Dyson,9.0
2016-05-15,1,2016,WSN,MIA,1.0,5.0,0,D,36786.0,-2,Fernández,Ross,Ramos,9.0
2016-05-16,1,2016,ARI,NYY,12.0,2.0,1,N,32718.0,1,Ray,Green,,9.0
2016-05-16,1,2016,CLE,CIN,15.0,6.0,1,N,12184.0,1,Hunter,Lamb,,9.0
2016-05-16,1,2016,DET,MIN,10.0,8.0,1,N,25925.0,2,Zimmermann,Dean,Rodríguez,9.0
2016-05-16,1,2016,LAD,LAA,6.0,7.0,0,N,39583.0,-2,Shoemaker,Maeda,Salas,9.0
2016-05-16,1,2016,OAK,TEX,3.0,1.0,1,N,10068.0,2,Manaea,Holland,Madson,9.0
2016-05-16,1,2016,PHI,MIA,3.0,5.0,0,N,28348.0,-2,Conley,Eickhoff,Ramos,9.0
