key_mlbam,player_name,is_pitcher,team,player_id
688107,Robert Gasser,True,MIL,gassr001
656730,Trevor Megill,True,MIL,megit001
661388,William Contreras,False,MIL,contw002
624428,Adam Frazier,False,LAA,fraza001
690829,Ben Joyce,True,LAA,joycb001
694203,Denzer Guzman,False,LAA,guzmd002
680570,Grayson Rodriguez,True,LAA,rodrg003
820862,José Fermin,True,LAA,fermj002
642350,Jose Siri,False,LAA,sirij001
666139,Josh Lowe,False,LAA,lowej002
605242,Michael Fulmer,True,LAA,fulmm001
545361,Mike Trout,False,LAA,troum001
694208,Moisés Ballesteros,False,LAA,ballm001
694384,Nolan Schanuel,False,LAA,schan001
672724,Oswald Peraza,False,LAA,perao002
672282,Reid Detmers,True,LAA,detmr001
696270,Ryan Johnson,True,LAA,johnr010
671111,Sammy Peralta,True,LAA,peras001
642048,Tayler Saucedo,True,LAA,sauct001
518595,Travis d'Arnaud,False,LAA,darnt001
623168,Tyler Heineman,False,LAA,heint001
687093,Vaughn Grissom,False,LAA,grisv001
685133,Wade Meckler,False,LAA,meckw001
687263,Zach Neto,False,LAA,netoz001
694297,Brandon Pfaadt,True,ARI,pfaab001
805299,Brandyn Garcia,True,ARI,garcb002
682998,Corbin Carroll,False,ARI,carrc005
642701,Dennis Santana,True,ARI,santd003
593958,Eduardo Rodriguez,True,ARI,rodre004
672515,Gabriel Moreno,False,ARI,moreg001
672695,Geraldo Perdomo,False,ARI,perdg001
545121,Ildemaro Vargas,False,ARI,vargi001
543510,James McCann,False,ARI,mccaj001
642528,Jonathan Loáisiga,True,ARI,loaij001
691783,Jordan Lawlar,False,ARI,lawlj001
678489,Jorge Barrosa,False,ARI,barrj004
666661,Juan Morillo,True,ARI,morij002
679885,Justin Martinez,True,ARI,martj011
656464,Kevin Ginkel,True,ARI,ginkk001
663457,Lars Nootbaar,False,ARI,nootl001
596146,Max Kepler,False,ARI,keplm001
518876,Merrill Kelly,True,ARI,kellm002
647336,Michael Soroka,True,ARI,sorom001
571448,Nolan Arenado,False,ARI,arenn001
664199,Taylor Clarke,True,ARI,clart003
694374,Tim Tawa,False,ARI,tawat001
641793,Zack Littell,True,ARI,littz001
544150,Albert Suárez,True,BAL,suara001
552640,Andrew Kittredge,True,BAL,kitta001
687064,Brandon Young,True,BAL,younb001
